"src_schema","src_table","src_column","tgt_schema","tgt_table","tgt_pk","name_hits","name_score"
"public","layexp6","lyxcodi","public","layexp","lyxcodi","{""col == pk""}",1
"public","layexp7","lyxcodi","public","layexp","lyxcodi","{""col == pk""}",1
"public","layexp8","lyxcodi","public","layexp","lyxcodi","{""col == pk""}",1
"public","layexpl1","lyxcodi","public","layexp","lyxcodi","{""col == pk""}",1
"public","layexpl2","lyxcodi","public","layexp","lyxcodi","{""col == pk""}",1
"public","layexpl3","lyxcodi","public","layexp","lyxcodi","{""col == pk""}",1
"public","layexple","lyxcodi","public","layexp","lyxcodi","{""col == pk""}",1
"public","layimpo1","laymcod","public","layimpor","laymcod","{""col == pk""}",1
"public","lcempre1","lcecidade","public","cidade","cidade","{""termina com tabela""}",1
"public","lcempre1","lcempresa","public","empresa","empresa","{""termina com tabela""}",1
"public","lcempre1","lcepais","public","pais","pais","{""termina com tabela""}",1
"public","lcempre1","lcregiao","public","regiao","regiao","{""termina com tabela""}",1
"public","lcempres","lcempresa","public","empresa","empresa","{""termina com tabela""}",1
"public","lcnota","lcncidade","public","cidade","cidade","{""termina com tabela""}",1
"public","lcnota","lcncodpais","public","pais","pais","{""termina com tabela""}",1
"public","lcnota","lcnestado","public","estado","estado","{""termina com tabela""}",1
"public","lcpedid","lcpcidade","public","cidade","cidade","{""termina com tabela""}",1
"public","lcpedid","lcpestado","public","estado","estado","{""termina com tabela""}",1
"public","lcpedid","lcpnompais","public","pais","pais","{""termina com tabela""}",1
"public","lcpedid","lcppais","public","pais","pais","{""termina com tabela""}",1
"public","lemmanu1","lemcod","public","lemmanu","lemcod","{""col == pk""}",1
"public","lemmanu2","lemcod","public","lemmanu","lemcod","{""col == pk""}",1
"public","lgpdlogs","lgpdlogusu","public","logusu","logusuario","{""termina com tabela""}",1
"public","libcomp1","lapccom","public","libcomp","lapccom","{""col == pk""}",1
"public","librequi","libproduto","public","produto","produto","{""termina com tabela""}",1
"public","linconff","lincod","public","linconf","lincod","{""col == pk""}",1
"public","linconfp","lincod","public","linconf","lincod","{""col == pk""}",1
"public","logusdep","logusdusu","public","logusde1","logusdusu","{""col == pk""}",1
"public","lotecar1","lcacod","public","lotecar","lcacod","{""col == pk""}",1
"public","lotpblo1","ltpblemp","public","lotpbloq","ltpblemp","{""col == pk""}",1
"public","lotrast1","ltracodig","public","lotrast","ltracodig","{""col == pk""}",1
"public","lybloque","lybbbanco","public","banco","banco","{""termina com tabela""}",1
"public","lyexptx1","lytxtcodig","public","lyexptxt","lytxtcodig","{""col == pk""}",1
"public","lyimptx1","lyimpcod","public","lyimptxt","lyimpcod","{""col == pk""}",1
"public","lynfadi1","lyadcod","public","lynfadi","lyadcod","{""col == pk""}",1
"public","lynfdup1","lyducod","public","lynfdup","lyducod","{""col == pk""}",1
"public","lyocom1","lyoccod","public","lyocomp","lyoccod","{""col == pk""}",1
"public","lypcort","leprota","public","rota","rotacod","{""termina com tabela""}",1
"public","lypcortl","lepcod","public","lypcort","lepcod","{""col == pk""}",1
"public","madmade","mdtid","public","madtipo","mdtid","{""col == pk""}",1
"public","madpaco","mdmid","public","madmade","mdmid","{""col == pk""}",1
"public","manpadl1","mancod","public","manpad","mancod","{""col == pk""}",1
"public","manpadle","mancod","public","manpad","mancod","{""col == pk""}",1
"public","manpdrl1","mpacod","public","manpdr","mpacod","{""col == pk""}",1
"public","manpdrle","mpacod","public","manpdr","mpacod","{""col == pk""}",1
"public","maqhisva","hvmaquina","public","maquina","maquina","{""termina com tabela""}",1
"public","maquina","grmcodi","public","grmaqui","grmcodi","{""col == pk""}",1
"public","margrup1","mgrscod","public","margrup","mgrscod","{""col == pk""}",1
"public","matepro1","prodmate","public","mateprod","prodmate","{""col == pk""}",1
"public","mcsparam","mcsbanco","public","banco","banco","{""termina com tabela""}",1
"public","mcsparam","mcspais","public","pais","pais","{""termina com tabela""}",1
"public","mdfdoc","mddcte","public","cte","ctecontrol","{""termina com tabela""}",1
"public","mdfepgt1","mdfepgcont","public","mdfepgto","mdfepgcont","{""col == pk""}",1
"public","mdfepgt1","mdfepgcont","public","mdf","mdfcontmdf","{""começa com tabela""}",1
"public","mdfepgt1","mdfepgseq","public","mdf","mdfcontmdf","{""começa com tabela""}",1
"public","mdfepgto","mdfepgcont","public","mdf","mdfcontmdf","{""começa com tabela""}",1
"public","metas","percod","public","periodo","percod","{""col == pk""}",1
"public","mmorden1","mmorderid","public","mmordens","mmorderid","{""col == pk""}",1
"public","mmorden1","mmproduto","public","produto","produto","{""termina com tabela""}",1
"public","mmorden1","mmunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","mmorden2","mmorderid","public","mmordens","mmorderid","{""col == pk""}",1
"public","mndpcqua","mndcada","public","mndcadas","mndcada","{""col == pk""}",1
"public","modcobra","modcartao","public","cartao","cartcodi","{""termina com tabela""}",1
"public","movireme","mvrproduto","public","produto","produto","{""termina com tabela""}",1
"public","mrkp01","mrkestado","public","estado","estado","{""termina com tabela""}",1
"public","natsped","nsproduto","public","produto","produto","{""termina com tabela""}",1
"public","ncotaca1","ncotacao","public","cotacao","cotacao","{""termina com tabela""}",1
"public","ncotacao","ncotacao","public","cotacao","cotacao","{""termina com tabela""}",1
"public","nfcepgt1","nfcecontro","public","nfcepgto","nfcecontro","{""col == pk""}",1
"public","nfei015","nmdnsu","public","nsu","nsucontrol","{""termina com tabela""}",1
"public","nfei015e","nmdnsu","public","nsu","nsucontrol","{""termina com tabela""}",1
"public","nfei015m","nmdnsu","public","nsu","nsucontrol","{""termina com tabela""}",1
"public","nfei015n","nmdnsu","public","nsu","nsucontrol","{""termina com tabela""}",1
"public","nfeitem","nfeiutrib","public","utrib","utribcod","{""termina com tabela""}",1
"public","nfeservi","nfesmotivo","public","motivo","motivo","{""termina com tabela""}",1
"public","nfnarra","nfproduto","public","produto","produto","{""termina com tabela""}",1
"public","nfnarra1","nfnarrativ","public","narrativ","naprcod","{""termina com tabela""}",1
"public","nfpedcmp","nfpempresa","public","empresa","empresa","{""termina com tabela""}",1
"public","nfpedcmp","nfppedido","public","pedido","pedido","{""termina com tabela""}",1
"public","nfrefer1","nfrecontr","public","nfrefere","nfrecontr","{""col == pk""}",1
"public","nfrem1","nfrmseq","public","nfrem","nfrmseq","{""col == pk""}",1
"public","nfscte","nconcfop","public","concfop","conccfop","{""termina com tabela""}",1
"public","nlogsenl","nlogsenant","public","nlogsen","nlogsenusu","{""começa com tabela""}",1
"public","notcte","ncttpcte","public","cte","ctecontrol","{""termina com tabela""}",1
"public","notctele","nctcontrol","public","notcte","nctcontrol","{""col == pk""}",1
"public","notfrete","controle","public","doctos","controle","{""col == pk""}",1
"public","notparam","notcontmdf","public","mdf","mdfcontmdf","{""termina com tabela""}",1
"public","notparam","noterota","public","rota","rotacod","{""termina com tabela""}",1
"public","notparam","notpprxnsu","public","nsu","nsucontrol","{""termina com tabela""}",1
"public","notparam","rdccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","notparam","rdplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","notparam","rdtpplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","notrete1","ntrcontrol","public","notreten","ntrcontrol","{""col == pk""}",1
"public","notreten","ntrempresa","public","empresa","empresa","{""termina com tabela""}",1
"public","nsassist","cnscodi","public","numserie","cnscodi","{""col == pk""}",1
"public","nsinvent","cnscodi","public","numserie","cnscodi","{""col == pk""}",1
"public","nsnotas","cnscodi","public","numserie","cnscodi","{""col == pk""}",1
"public","nsordem","cnscodi","public","numserie","cnscodi","{""col == pk""}",1
"public","nspedido","cnscodi","public","numserie","cnscodi","{""col == pk""}",1
"public","numserec","cnscodi","public","numserie","cnscodi","{""col == pk""}",1
"public","obsnota","controle","public","doctos","controle","{""col == pk""}",1
"public","obsoper1","oboopera","public","opera","operacao","{""termina com tabela""}",1
"public","obsoper1","oboopera","public","obsopera","oboopera","{""col == pk""}",1
"public","obsopera","oboopera","public","opera","operacao","{""termina com tabela""}",1
"public","obspedm1","pcmpdep","public","obspedmu","pcmpdep","{""col == pk""}",1
"public","ocmento","ocmpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","ocmento1","ocmid","public","ocmento","ocmid","{""col == pk""}",1
"public","ocmento2","ocmid","public","ocmento","ocmid","{""col == pk""}",1
"public","ocmento3","ocmid","public","ocmento","ocmid","{""col == pk""}",1
"public","operofi1","operofi","public","operofic","operofi","{""col == pk""}",1
"public","orcaesp","oreopera","public","opera","operacao","{""termina com tabela""}",1
"public","orcaesp","oreregiao","public","regiao","regiao","{""termina com tabela""}",1
"public","orcaesp1","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orcaesp2","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orcaesp3","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orcaesp6","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orcaesp6","orepregiao","public","regiao","regiao","{""termina com tabela""}",1
"public","orcaespl","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orcamen1","orcacod","public","orcament","orcacod","{""col == pk""}",1
"public","orcesef","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orceset","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orconpa1","orcopar","public","orconpa","orcopar","{""col == pk""}",1
"public","orconpa2","orcopar","public","orconpa","orcopar","{""col == pk""}",1
"public","orconpal","orcopar","public","orconpa","orcopar","{""col == pk""}",1
"public","ordanex1","ordanord","public","ordanex","ordanord","{""col == pk""}",1
"public","ordem","lotcod","public","loteprod","lotcod","{""col == pk""}",1
"public","ordem","ordccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","ordem","ordplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","ordem","ordproduto","public","produto","produto","{""termina com tabela""}",1
"public","ordespe1","dosordem","public","ordespes","dosordem","{""col == pk""}",1
"public","orecrep","orecrorc","public","rorc","rorcodor","{""termina com tabela""}",1
"public","orecust","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","oresonal","orenanum","public","oresona","orenanum","{""col == pk""}",1
"public","oresorcl","oreonum","public","oresorc","oreonum","{""col == pk""}",1
"public","orestrut","orecod","public","orcaesp","orecod","{""col == pk""}",1
"public","orestrut","oreppopera","public","opera","operacao","{""termina com tabela""}",1
"public","orimerp1","orimpro","public","orimerpr","orimpro","{""col == pk""}",1
"public","outcfopl","outcodi","public","outcfop","outcodi","{""col == pk""}",1
"public","outcfopl","outopera","public","opera","operacao","{""termina com tabela""}",1
"public","packing","pacentpais","public","pais","pais","{""termina com tabela""}",1
"public","packing","pacimppais","public","pais","pais","{""termina com tabela""}",1
"public","packing1","paccod","public","packing","paccod","{""col == pk""}",1
"public","paramaux","paraean13","public","ean13","ean13cod","{""termina com tabela""}",1
"public","parammm1","pmmseque","public","parammm","pmmseque","{""col == pk""}",1
"public","parammm2","pmmseque","public","parammm","pmmseque","{""col == pk""}",1
"public","parammm3","pmmseque","public","parammm","pmmseque","{""col == pk""}",1
"public","parammml","pmmseque","public","parammm","pmmseque","{""col == pk""}",1
"public","parampe1","pedparam","public","paramped","pedparam","{""col == pk""}",1
"public","parampe2","pedparam","public","paramped","pedparam","{""col == pk""}",1
"public","parampe3","pedparam","public","paramped","pedparam","{""col == pk""}",1
"public","paramprx","prxcontmdf","public","mdf","mdfcontmdf","{""termina com tabela""}",1
"public","paramrn1","prnccodig","public","paramrnc","prnccodig","{""col == pk""}",1
"public","paramsp1","pmspcopar","public","paramspe","pmspcopar","{""col == pk""}",1
"public","paramspe","pmsplvdre","public","dre","dredepos","{""termina com tabela""}",1
"public","paraore1","paoecod","public","paraores","paoecod","{""col == pk""}",1
"public","pararep1","parrcod","public","pararep","parrcod","{""col == pk""}",1
"public","parbolet","bbanco","public","banco","banco","{""termina com tabela""}",1
"public","parcart1","parccartao","public","cartao","cartcodi","{""termina com tabela""}",1
"public","parconre","pciseque","public","parconin","pciseque","{""col == pk""}",1
"public","pareqd2","rdmotivo","public","motivo","motivo","{""termina com tabela""}",1
"public","parlogi1","plocodigo","public","parlogin","plocodigo","{""col == pk""}",1
"public","parpispl","ppisplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","pasfase","fase","public","fases","fase","{""col == pk""}",1
"public","patconta","ptccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","patparam","moeda","public","indicati","moeda","{""col == pk""}",1
"public","patparam","patccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","pbancon","pscbanco","public","banco","banco","{""termina com tabela""}",1
"public","pedcomi","pcppedido","public","pedido","pedido","{""termina com tabela""}",1
"public","peddesco","pddpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","pedido","moeda","public","indicati","moeda","{""col == pk""}",1
"public","pedinftl","peinftcod","public","pedinft","peinftcod","{""col == pk""}",1
"public","pedordc","ocpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","pedprodu","pprproduto","public","produto","produto","{""termina com tabela""}",1
"public","pefp01","pefpopera","public","opera","operacao","{""termina com tabela""}",1
"public","perdcom1","pctcontrol","public","perdcomp","pctcontrol","{""col == pk""}",1
"public","perfolha","pfperiodo","public","periodo","percod","{""termina com tabela""}",1
"public","perfunci","pfperiodo","public","perfolha","pfperiodo","{""col == pk""}",1
"public","perfunci","pfperiodo","public","periodo","percod","{""termina com tabela""}",1
"public","pesrlog","prlopera","public","opera","operacao","{""termina com tabela""}",1
"public","pgefinal","pgefbanco","public","banco","banco","{""termina com tabela""}",1
"public","pgelrem","plrbanco","public","banco","banco","{""termina com tabela""}",1
"public","pgelret","pltbanco","public","banco","banco","{""termina com tabela""}",1
"public","pgelret","pltccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","pgelret","pltplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","pgeoret","pltbanco","public","banco","banco","{""termina com tabela""}",1
"public","pgeprem","plrbanco","public","banco","banco","{""termina com tabela""}",1
"public","pgepret","pltbanco","public","banco","banco","{""termina com tabela""}",1
"public","pgetitul","tpgbanco","public","banco","banco","{""termina com tabela""}",1
"public","pinspmat","pinspprod","public","pinspma1","pinspprod","{""col == pk""}",1
"public","plamest1","plamcodig","public","plamestr","plamcodig","{""col == pk""}",1
"public","planece","plnpgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","planece","plnunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","planecii","pln2grupo","public","grupo","grupo","{""termina com tabela""}",1
"public","planilfu","plamaquina","public","maquina","maquina","{""termina com tabela""}",1
"public","planilha","plamaquina","public","maquina","maquina","{""termina com tabela""}",1
"public","planilha","plaopera","public","opera","operacao","{""termina com tabela""}",1
"public","planilha","plaordem","public","ordem","ordem","{""termina com tabela""}",1
"public","planins1","plinscod","public","planins","plinscod","{""col == pk""}",1
"public","planoc","plcccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","planoc","plcccusto","public","plcccu","plplanoc","{""começa com tabela""}",1
"public","planoc","plcrateio","public","rateio","rateio","{""termina com tabela""}",1
"public","plcccu","plccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","plcccu","plplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","plnccu","pnccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","pmetas","pmeproduto","public","produto","produto","{""termina com tabela""}",1
"public","pontopro","ptpmaquina","public","maquina","maquina","{""termina com tabela""}",1
"public","pontopro","ptpordem","public","ordem","ordem","{""termina com tabela""}",1
"public","posaemp","pseproduto","public","produto","produto","{""termina com tabela""}",1
"public","posaemp1","pseproduto","public","produto","produto","{""termina com tabela""}",1
"public","possalim","psiplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","praltesp","praproduto","public","produto","produto","{""termina com tabela""}",1
"public","preensai","pescartao","public","cartao","cartcodi","{""termina com tabela""}",1
"public","preorca1","preoorca","public","preorca","preoorca","{""col == pk""}",1
"public","preorce1","preores","public","preorces","preores","{""col == pk""}",1
"public","priprog1","pripeped","public","priprog","pripeped","{""col == pk""}",1
"public","prjexs10","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi1","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi2","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi3","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi4","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi5","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi6","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi7","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi8","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsi9","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsr1","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjexsra","prjescodi","public","prjexsim","prjescodi","{""col == pk""}",1
"public","prjrelp1","prjrppro","public","prjrelpr","prjrppro","{""col == pk""}",1
"public","prjvfor1","prjvfcoob","public","prjvform","prjvfcoob","{""col == pk""}",1
"public","procalt","praproduto","public","produto","produto","{""termina com tabela""}",1
"public","procalt1","pramaquina","public","maquina","maquina","{""termina com tabela""}",1
"public","procalt1","praproduto","public","produto","produto","{""termina com tabela""}",1
"public","procalt2","praproduto","public","produto","produto","{""termina com tabela""}",1
"public","procaltl","praproduto","public","produto","produto","{""termina com tabela""}",1
"public","processo","fase","public","fases","fase","{""col == pk""}",1
"public","prodcmel","crmeprod","public","prodcme","crmeprod","{""col == pk""}",1
"public","prodmaxl","slmaxprod","public","prodmax","slmaxprod","{""col == pk""}",1
"public","prodminl","slminprod","public","prodmin","slminprod","{""col == pk""}",1
"public","prodpla1","ppcodpl","public","prodplan","ppcodpl","{""col == pk""}",1
"public","prodrem1","prodrseq","public","prodrem","prodrseq","{""col == pk""}",1
"public","prodtac1","ptaprco","public","prodtaca","ptaprco","{""col == pk""}",1
"public","produto","clascod","public","classi","clascod","{""col == pk""}",1
"public","produto","proean13","public","ean13","ean13cod","{""termina com tabela""}",1
"public","produto","proenqipi","public","enqipi","enqcodigo","{""termina com tabela""}",1
"public","produto","proplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","produto","proutrib","public","utrib","utribcod","{""termina com tabela""}",1
"public","produto","subgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","produto","tricod","public","tribu","tricod","{""col == pk""}",1
"public","proemble","pemprod","public","proemb","pemprod","{""col == pk""}",1
"public","proforma","profdpais","public","pais","pais","{""termina com tabela""}",1
"public","proforma","profidpais","public","pais","pais","{""termina com tabela""}",1
"public","proforma","profpais","public","pais","pais","{""termina com tabela""}",1
"public","proforpr","propclassi","public","classi","clascod","{""termina com tabela""}",1
"public","proimag1","proimgcod","public","proimage","proimgcod","{""col == pk""}",1
"public","projped1","prjpcodig","public","projpedi","prjpcodig","{""col == pk""}",1
"public","projped1","prjpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","proparam","propordem","public","ordem","ordem","{""termina com tabela""}",1
"public","proparam","propproc","public","opproc","oppcodi","{""termina com tabela""}",1
"public","qlgrupol","qlggrupo","public","qlgrupo","qlggrupo","{""col == pk""}",1
"public","qlregna1","qlrecod","public","qlregnao","qlrecod","{""col == pk""}",1
"public","qlregna2","qlrecod","public","qlregnao","qlrecod","{""col == pk""}",1
"public","qreldes1","qlredcod","public","qreldese","qlredcod","{""col == pk""}",1
"public","rastrans","rtrproduto","public","produto","produto","{""termina com tabela""}",1
"public","rateio1","ratccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","reclassi","rprodep","public","prodep","proddep","{""termina com tabela""}",1
"public","redeprep","pareqcod","public","pareqd2","pareqcod","{""col == pk""}",1
"public","redtpimt","redtppais","public","pais","pais","{""termina com tabela""}",1
"public","regdmod","empndep","public","regdpara","empndep","{""col == pk""}",1
"public","reginsp1","regiseq","public","reginsp","regiseq","{""col == pk""}",1
"public","reginsp1","regiunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","regnoin1","rnocod","public","regnoin","rnocod","{""col == pk""}",1
"public","regnoin2","rnocod","public","regnoin","rnocod","{""col == pk""}",1
"public","regnoin3","rnocod","public","regnoin","rnocod","{""col == pk""}",1
"public","regnoin4","rnocod","public","regnoin","rnocod","{""col == pk""}",1
"public","regnoinl","rnocod","public","regnoin","rnocod","{""col == pk""}",1
"public","relaite1","relpprod","public","relaitem","relpprod","{""col == pk""}",1
"public","relbalan","ccustocde","public","ccusto","ccusto","{""começa com tabela""}",1
"public","relbalan","ccustocor","public","ccusto","ccusto","{""começa com tabela""}",1
"public","relbalan","planoccde","public","planoc","planoc","{""começa com tabela""}",1
"public","relbalan","planoccor","public","planoc","planoc","{""começa com tabela""}",1
"public","relemp1","relemcod","public","relemp","relemcod","{""col == pk""}",1
"public","relemp2","relemcod","public","relemp","relemcod","{""col == pk""}",1
"public","relemp3","relemcod","public","relemp","relemcod","{""col == pk""}",1
"public","relitem1","relitcod","public","relitem","relitcod","{""col == pk""}",1
"public","relitem2","relitcod","public","relitem","relitcod","{""col == pk""}",1
"public","relitem3","relitcod","public","relitem","relitcod","{""col == pk""}",1
"public","reltabre","relregiao","public","regiao","regiao","{""termina com tabela""}",1
"public","rephrpad","fase","public","fases","fase","{""col == pk""}",1
"public","reqcomp","rqcccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","reqcomp","rqctipoped","public","tipoped","tipoped","{""termina com tabela""}",1
"public","reqcomp","rqcunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","reqordem","reqproduto","public","produto","produto","{""termina com tabela""}",1
"public","reqordf1","ocofcompra","public","reqordfa","ocofcompra","{""col == pk""}",1
"public","rgdopera","rgdopera","public","opera","operacao","{""termina com tabela""}",1
"public","rorclev1","rorconped","public","rorc","rorcodor","{""começa com tabela""}",1
"public","rotajust","rotadjust","public","rota","rotacod","{""começa com tabela""}",1
"public","rotajust","rotajust","public","rota","rotacod","{""começa com tabela""}",1
"public","scieqf1","eqfdtini","public","scieqf","eqfdtini","{""col == pk""}",1
"public","serasa1","serdtini","public","serasa","serdtini","{""col == pk""}",1
"public","serasa2","serdtini","public","serasa","serdtini","{""col == pk""}",1
"public","serasa3","serdtini","public","serasa","serdtini","{""col == pk""}",1
"public","serasa4","serdtini","public","serasa","serdtini","{""col == pk""}",1
"public","serasa5","serdtini","public","serasa","serdtini","{""col == pk""}",1
"public","serexp1","ssseque","public","serexp","ssseque","{""col == pk""}",1
"public","serexp2","ssseque","public","serexp","ssseque","{""col == pk""}",1
"public","serexp3","ssseque","public","serexp","ssseque","{""col == pk""}",1
"public","serexp4","ssseque","public","serexp","ssseque","{""col == pk""}",1
"public","seroper1","sertpreg","public","seropera","sertpreg","{""col == pk""}",1
"public","sobm2pa1","sobm2codi","public","sobm2pad","sobm2codi","{""col == pk""}",1
"public","sobm2pa2","sobm2codi","public","sobm2pad","sobm2codi","{""col == pk""}",1
"public","soborc2","sobornume","public","soborca","sobornume","{""col == pk""}",1
"public","soborc21","sobornume","public","soborca","sobornume","{""col == pk""}",1
"public","soborc22","sobornume","public","soborca","sobornume","{""col == pk""}",1
"public","sobprod1","sobprprco","public","sobprod","sobprprco","{""col == pk""}",1
"public","softdes","stfrota","public","rota","rotacod","{""termina com tabela""}",1
"public","subgmkpl","sgmkgrupo","public","subgmkp","sgmkgrupo","{""col == pk""}",1
"public","subite2","subitant","public","subitem","subitant","{""col == pk""}",1
"public","suclass","suclopera","public","opera","operacao","{""termina com tabela""}",1
"public","sugcfop","sugestado","public","estado","estado","{""termina com tabela""}",1
"public","sugcfop","sugproduto","public","produto","produto","{""termina com tabela""}",1
"public","sugcfop","sugtipoorc","public","tipoorc","tpocodi","{""termina com tabela""}",1
"public","sugcfop","sugtipoped","public","tipoped","tipoped","{""termina com tabela""}",1
"public","sugimpo","simestado","public","estado","estado","{""termina com tabela""}",1
"public","sugimpo","simgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","sugimpo","simopera","public","opera","operacao","{""termina com tabela""}",1
"public","suimpos","suienqipi","public","enqipi","enqcodigo","{""termina com tabela""}",1
"public","suimpos","suiestado","public","estado","estado","{""termina com tabela""}",1
"public","suimpos","suigrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","suimpos","suiobserva","public","observa","observa","{""termina com tabela""}",1
"public","tabprven","ttpvcod","public","tptabprv","ttpvcod","{""col == pk""}",1
"public","tabvclil","tvcempc","public","tabvcli","tvcempc","{""col == pk""}",1
"public","tagscon1","tcvpdnfse","public","tagsconv","tcvpdnfse","{""col == pk""}",1
"public","tagsxmll","txmpdnfse","public","tagsxml","txmpdnfse","{""col == pk""}",1
"public","tbcoforl","tbcoffor","public","tbcofor","tbcoffor","{""col == pk""}",1
"public","tbcolayl","tbclycod","public","tbcolay","tbclycod","{""col == pk""}",1
"public","tbcompro","tbcpcod","public","tbcompr1","tbcpcod","{""col == pk""}",1
"public","teftra","tefcartao","public","cartao","cartcodi","{""termina com tabela""}",1
"public","tiasscf1","tiasscod","public","tiasscfo","tiasscod","{""col == pk""}",1
"public","tinspte1","tinscod","public","tinsptec","tinscod","{""col == pk""}",1
"public","tipcfop1","tipccodigo","public","tipcfop","tipccodigo","{""col == pk""}",1
"public","tipocfo1","tipoccod","public","tipocfop","tipoccod","{""col == pk""}",1
"public","titbanco","intbanco","public","banco","banco","{""termina com tabela""}",1
"public","titctbde","tctbccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","titctbde","tctbplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","titmult","controle","public","doctos","controle","{""col == pk""}",1
"public","titulos","controle","public","doctos","controle","{""col == pk""}",1
"public","titulos","titbanco","public","banco","banco","{""termina com tabela""}",1
"public","tmptpins","tmpinsttip","public","insttip","insttip","{""termina com tabela""}",1
"public","toqcompr","tcpcompra","public","compra","compra","{""termina com tabela""}",1
"public","toqcompr","tcpproduto","public","produto","produto","{""termina com tabela""}",1
"public","toqmovi","pricompra","public","compra","compra","{""termina com tabela""}",1
"public","toqmovi","prienqipi","public","enqipi","enqcodigo","{""termina com tabela""}",1
"public","toqmovi","priordem","public","ordem","ordem","{""termina com tabela""}",1
"public","toqmovi","priproduto","public","produto","produto","{""termina com tabela""}",1
"public","toqmovi","priunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","tpcfop1","tpcfcod","public","tpcfop","tpcfcod","{""col == pk""}",1
"public","tptabpr1","ttpvcod","public","tptabprv","ttpvcod","{""col == pk""}",1
"public","tptrel","tptorigem","public","tptori","ttocodigo","{""começa com tabela""}",1
"public","trmater1","trmcodigo","public","trmateri","trmcodigo","{""col == pk""}",1
"public","trmater1","trmproduto","public","produto","produto","{""termina com tabela""}",1
"public","umaltti1","umtabanco","public","banco","banco","{""termina com tabela""}",1
"public","umaltti1","umtausuari","public","umalttit","umtausuari","{""col == pk""}",1
"public","umanage1","umanusuari","public","umanager","umanusuari","{""col == pk""}",1
"public","umanage2","umanusuari","public","umanager","umanusuari","{""col == pk""}",1
"public","umapphor","umpoopera","public","opera","operacao","{""termina com tabela""}",1
"public","umasste1","umastec","public","umasstec","umastec","{""col == pk""}",1
"public","umbalan","umblccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umbalan","umblplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umcbdiau","umdxopera","public","opera","operacao","{""termina com tabela""}",1
"public","umccusto","umccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umcheque","umchbanco","public","banco","banco","{""termina com tabela""}",1
"public","umcheque","umchmotivo","public","motivo","motivo","{""termina com tabela""}",1
