"src_schema","src_table","src_column","tgt_schema","tgt_table","tgt_pk","name_hits","name_score"
"public","umcidre1","umcidrusu","public","umcidreg","umcidrusu","{""col == pk""}",1
"public","umcomven","umcopedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umcota","umcorgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","umcota","umcotopera","public","opera","operacao","{""termina com tabela""}",1
"public","umctabc","ucaclassi","public","classi","clascod","{""termina com tabela""}",1
"public","umctearq","umctrota","public","rota","rotacod","{""termina com tabela""}",1
"public","umctere1","umcterusu","public","umcteref","umcterusu","{""col == pk""}",1
"public","umdeposi","umdeposito","public","deposito","deposito","{""termina com tabela""}",1
"public","umdespa1","umusudespa","public","umdespat","umusudespa","{""col == pk""}",1
"public","umdevol2","umdeusuari","public","umdevolu","umdeusuari","{""col == pk""}",1
"public","umdevol3","umdeusuari","public","umdevolu","umdeusuari","{""col == pk""}",1
"public","umdiapc","umdpccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umdiapc","umdpplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umdipi1","umdiusua","public","umdipi","umdiusua","{""col == pk""}",1
"public","umdivlot","umdlbanco","public","banco","banco","{""termina com tabela""}",1
"public","umdivlot","umdlopera","public","opera","operacao","{""termina com tabela""}",1
"public","umdupde1","umddccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umdupde1","umddplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umdupde1","umddusuari","public","umdupdes","umddusuari","{""col == pk""}",1
"public","umdupdes","umddbanco","public","banco","banco","{""termina com tabela""}",1
"public","umes0200","umespedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umexbco","umexbanco","public","banco","banco","{""termina com tabela""}",1
"public","umfatur","umfaopera","public","opera","operacao","{""termina com tabela""}",1
"public","umfientr","umfeiopera","public","opera","operacao","{""termina com tabela""}",1
"public","umfluxo","umbanco","public","banco","banco","{""termina com tabela""}",1
"public","umhisvnd","umhipedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umitcot1","umitest","public","umitcot","umitest","{""col == pk""}",1
"public","umiteco1","umcjusua","public","umitecon","umcjusua","{""col == pk""}",1
"public","umlacmu1","umlmccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umlacmu1","umlmusuari","public","umlacmul","umlmusuari","{""col == pk""}",1
"public","umlacmu2","umlmbanco","public","banco","banco","{""termina com tabela""}",1
"public","umlacmu2","umlmusuari","public","umlacmul","umlmusuari","{""col == pk""}",1
"public","umlacmu3","umlmusuari","public","umlacmul","umlmusuari","{""col == pk""}",1
"public","umlacmu4","umlmusuari","public","umlacmul","umlmusuari","{""col == pk""}",1
"public","umlacmul","umlmobanco","public","banco","banco","{""termina com tabela""}",1
"public","umlanca","umlplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umlypro","umlygrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","umlypro","umlyordem","public","ordem","ordem","{""termina com tabela""}",1
"public","ummargem","ummgunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","ummps","ummpgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","ummvorco","ummopera","public","opera","operacao","{""termina com tabela""}",1
"public","umnfco3l","umncusuari","public","umnfcom1","umncusuari","{""col == pk""}",1
"public","umnfcom1","umncestado","public","estado","estado","{""termina com tabela""}",1
"public","umnfcom2","umncbanco","public","banco","banco","{""termina com tabela""}",1
"public","umnfcom2","umncusuari","public","umnfcom1","umncusuari","{""col == pk""}",1
"public","umnfcomp","umncccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umnfcomp","umncordem","public","ordem","ordem","{""termina com tabela""}",1
"public","umnfcomp","umncpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umnfcomp","umncplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umnfcomp","umnctransa","public","transa","transacao","{""termina com tabela""}",1
"public","umnfcomp","umncusuari","public","umnfcom1","umncusuari","{""col == pk""}",1
"public","umnfoti","umotgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","umnfoti","umotpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umpatinv","umpiccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umpatinv","umpielemen","public","elemen","elemen","{""termina com tabela""}",1
"public","umpatinv","umpigrele","public","grele","grele","{""termina com tabela""}",1
"public","umpatinv","umpiplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umpatsug","umpsgrele","public","grele","grele","{""termina com tabela""}",1
"public","umpatsug","umpsplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umpedfat","umpeccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umpedfat","umpeplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umpedfat","umpeunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","umpedfut","umpfuopera","public","opera","operacao","{""termina com tabela""}",1
"public","umplanoc","umplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umpprod1","umpppedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umpprodu","umppgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","umpprodu","umpppedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umpretab","umpregrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","umproca1","umpaopera","public","opera","operacao","{""termina com tabela""}",1
"public","umprtipo","umprtipo","public","prtipo","prtipo","{""termina com tabela""}",1
"public","umpsimu1","umpsusu","public","umpsimu","umpsusu","{""col == pk""}",1
"public","umrazpc","umrcplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umrazpc","umrpccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umrazufi","umruccusto","public","ccusto","ccusto","{""termina com tabela""}",1
"public","umrazufi","umruplanoc","public","planoc","planoc","{""termina com tabela""}",1
"public","umrecban","umrbbanco","public","banco","banco","{""termina com tabela""}",1
"public","umrecmul","umlmusuari","public","umlacmul","umlmusuari","{""col == pk""}",1
"public","umrelve1","umrvpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umrelven","umrvpedido","public","pedido","pedido","{""termina com tabela""}",1
"public","umrequis","umreqgrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","umsaldo","umsempresa","public","empresa","empresa","{""termina com tabela""}",1
"public","umsaldo","umsproduto","public","produto","produto","{""termina com tabela""}",1
"public","umsipdvo","umsigrupo","public","grupo","grupo","{""termina com tabela""}",1
"public","umteflev","umtebanco","public","banco","banco","{""termina com tabela""}",1
"public","umtitul1","umttbanco","public","banco","banco","{""termina com tabela""}",1
"public","umtitul1","umttusuari","public","umtitulo","umttusuari","{""col == pk""}",1
"public","umtotuf","umufestado","public","estado","estado","{""termina com tabela""}",1
"public","umufins1","umufiusuar","public","umufinse","umufiusuar","{""col == pk""}",1
"public","umultcmp","umulunimed","public","unimed","unimedida","{""termina com tabela""}",1
"public","usucadp1","pcadppar","public","usucadpa","pcadppar","{""col == pk""}",1
"public","usucril1","usucriseq","public","usucrili","usucriseq","{""col == pk""}",1
"public","usulibre","pareqcod","public","pareqd2","pareqcod","{""col == pk""}",1
"public","vendedo1","vnbbanco","public","banco","banco","{""termina com tabela""}",1
"public","vendedor","abrcod","public","abrange","abrcod","{""col == pk""}",1
"public","vendedor","vendbanco","public","banco","banco","{""termina com tabela""}",1
"public","viagem","viaveiculo","public","veiculo","veiplaca","{""termina com tabela""}",1
"public","viagem1","vianro","public","viagem","vianro","{""col == pk""}",1
"public","visita","viscidade","public","cidade","cidade","{""termina com tabela""}",1
"public","visita","visestado","public","estado","estado","{""termina com tabela""}",1
"public","visita1","visnumero","public","visita","visnumero","{""col == pk""}",1
"public","vlrante","vlacompra","public","compra","compra","{""termina com tabela""}",1
"public","vlrante","vlaempresa","public","empresa","empresa","{""termina com tabela""}",1
"public","vlrante","vlapedido","public","pedido","pedido","{""termina com tabela""}",1
